inchikey,smiles_std,pIC50_B2,pIC50_B1,scaffold
ABOAFLYBEQQYKZ-BSOCMFCZSA-N,C[C@@H](O)C(=O)NC1CCCc2c(-c3ccc4c(c3)CCC(=O)N4C)cncc21,7.124332720316243,5.56140566026038,O=C1CCc2cc(-c3cncc4c3CCCC4)ccc2N1
ABOAFLYBEQQYKZ-UHFFFAOYSA-N,CC(O)C(=O)NC1CCCc2c(-c3ccc4c(c3)CCC(=O)N4C)cncc21,7.111820506081675,6.24123945609002,O=C1CCc2cc(-c3cncc4c3CCCC4)ccc2N1
ABOAFLYBEQQYKZ-YTJLLHSVSA-N,C[C@H](O)C(=O)NC1CCCc2c(-c3ccc4c(c3)CCC(=O)N4C)cncc21,7.045848007792636,5.6233517583201404,O=C1CCc2cc(-c3cncc4c3CCCC4)ccc2N1
AEWYTPYUUWZUGV-LJQANCHMSA-N,CCC(=O)N[C@@H]1CCCc2c(-c3cc(Cl)c4c(ccc(=O)n4C)c3)cncc21,7.954677021213342,5.394156460941911,O=c1ccc2cc(-c3cncc4c3CCCC4)ccc2[nH]1
AFSUGETVIMCCPK-UHFFFAOYSA-N,CCS(=O)(=O)NCc1cncc(-c2cc3c(cc2Cl)N(C)C(=O)CC3)c1,7.356547323513812,5.594653639824291,O=C1CCc2cc(-c3cccnc3)ccc2N1
ALBJUSTYZAUYLN-UHFFFAOYSA-N,NCc1cncc(-c2ccc3c(c2)CCC(=O)N3)c1,,,O=C1CCc2cc(-c3cccnc3)ccc2N1
AMBRGAIQMQJQFQ-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(CNC(=O)c4ncccn4)c3)ccc21,7.455931955649724,5.951946826884391,O=C1CCc2cc(-c3cncc(CNC(=O)c4ncccn4)c3)ccc2N1
ARAAIDOVECMFNU-UHFFFAOYSA-N,CCC(=O)NC(C)c1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1Cl,7.207608310501746,5.912928794093465,O=C1CCc2cc(-c3cccnc3)ccc2N1
AVECANXSLRTYTR-UHFFFAOYSA-N,CCN(C(C)c1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1)S(=O)(=O)CC,7.568636235841012,6.151810883008602,O=C1CCc2cc(-c3cccnc3)ccc2N1
AVVRIJHGPJOLBZ-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(C4CCN(C(=O)OC(C)(C)C)CC4)c3)ccc21,,9.0,O=C1CCc2cc(-c3cncc(C4CCNCC4)c3)ccc2N1
AWEQOOUPFFQHIV-UHFFFAOYSA-N,Cc1ocnc1C(=O)NCc1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1,8.221848749616356,6.82102305270683,O=C1CCc2cc(-c3cncc(CNC(=O)c4cocn4)c3)ccc2N1
AWGKACBQFLOAMX-UHFFFAOYSA-N,Cc1noc(C)c1C(=O)NCc1cncc(-c2cc(Cl)c3c(c2)CCC(=O)N3)c1,7.013228265733755,5.3952341152961125,O=C1CCc2cc(-c3cncc(CNC(=O)c4cnoc4)c3)ccc2N1
BAAIKDACCLDMSP-GOSISDBHSA-N,COC(=O)N[C@@H]1CCCc2c(-c3ccc4c(ccc(=O)n4C)c3)cncc21,,,O=c1ccc2cc(-c3cncc4c3CCCC4)ccc2[nH]1
BAAIKDACCLDMSP-IATFMEIASA-N,[2H]C([2H])([2H])OC(=O)N[C@@H]1CCCc2c(-c3ccc4c(ccc(=O)n4C)c3)cncc21,8.301029995663981,6.671620396561262,O=c1ccc2cc(-c3cncc4c3CCCC4)ccc2[nH]1
BEERUBBOKQJIII-JCQPUDPBSA-N,CCC(=O)N[C@H]1c2cncc(-c3cc4c(cc3F)N(C)C(=O)CC4)c2CC[C@H]1C,6.964014467326189,5.01783299314569,O=C1CCc2cc(-c3cncc4c3CCCC4)ccc2N1
BEERUBBOKQJIII-NPMABZOXSA-N,CCC(=O)N[C@@H]1c2cncc(-c3cc4c(cc3F)N(C)C(=O)CC4)c2CC[C@@H]1C,6.344669441990659,4.494847307348064,O=C1CCc2cc(-c3cncc4c3CCCC4)ccc2N1
BEERUBBOKQJIII-ZAMGYDSWSA-N,CCC(=O)N[C@H]1c2cncc(-c3cc4c(cc3F)N(C)C(=O)CC4)c2CC[C@@H]1C,7.260427655549908,5.582096718008771,O=C1CCc2cc(-c3cncc4c3CCCC4)ccc2N1
BEERUBBOKQJIII-ZLOXQWCVSA-N,CCC(=O)N[C@@H]1c2cncc(-c3cc4c(cc3F)N(C)C(=O)CC4)c2CC[C@H]1C,6.2767085535224165,5.688542831618969,O=C1CCc2cc(-c3cncc4c3CCCC4)ccc2N1
BFYPQVDANZNFBS-GOSISDBHSA-N,CCC(=O)N[C@@H]1CCCc2c(-c3ccc4c(c3)CNC(=O)N4C)cncc21,7.507239610973162,5.6206763492466845,O=C1NCc2cc(-c3cncc4c3CCCC4)ccc2N1
BIVYCYQLTLIPMP-UHFFFAOYSA-N,CCC1(NCc2cncc(-c3ccc4c(c3)CCC(=O)N4C)c2)COC1,8.0,6.6252516539898965,O=C1CCc2cc(-c3cncc(CNC4COC4)c3)ccc2N1
BLYCLAUOGIFYKS-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(CNC(=O)c4ccc(Cl)nn4)c3)ccc21,8.0,7.026872146400302,O=C1CCc2cc(-c3cncc(CNC(=O)c4cccnn4)c3)ccc2N1
BNTWCRCWZNKXAZ-UHFFFAOYSA-N,Cc1cnc(C(=O)NCc2cncc(-c3ccc4c(c3)CCC(=O)N4C)c2)cn1,8.301029995663981,6.860120913598763,O=C1CCc2cc(-c3cncc(CNC(=O)c4cnccn4)c3)ccc2N1
BNURNBARXCLCMJ-IBGZPJMESA-N,CCC(=O)N1CCC[C@H]1COc1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1,7.698970004336019,5.571379327328061,O=C1CCc2cc(-c3cncc(OC[C@@H]4CCCN4)c3)ccc2N1
BNURNBARXCLCMJ-LJQANCHMSA-N,CCC(=O)N1CCC[C@@H]1COc1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1,6.924453038607469,5.640923773940737,O=C1CCc2cc(-c3cncc(OC[C@H]4CCCN4)c3)ccc2N1
BQWCKNXVTHZVQN-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(OCCN)c3)ccc21,7.552841968657781,6.795880017344075,O=C1CCc2cc(-c3cccnc3)ccc2N1
BQXVQCOPGVZIOR-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(CNC(=O)c4ncc(C(F)(F)F)cn4)c3)ccc21,7.207608310501746,5.535063570878267,O=C1CCc2cc(-c3cncc(CNC(=O)c4ncccn4)c3)ccc2N1
BRAREEJQQDYBHJ-QGZVFWFLSA-N,CCC(=O)N[C@@H]1CCCc2c(-c3ccc4c(c3)nc(C#N)n4C)cncc21,,,c1nc2cc(-c3cncc4c3CCCC4)ccc2[nH]1
BUHCIUOLVZXAMY-UHFFFAOYSA-N,Cc1noc(C)c1C(=O)NCc1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1,8.096910013008056,6.293282217663242,O=C1CCc2cc(-c3cncc(CNC(=O)c4cnoc4)c3)ccc2N1
BWJZGMRDMHYJHV-MRXNPFEDSA-N,CCS(=O)(=O)N1CC[C@@H](Oc2cncc(-c3cc4c(cc3F)N(C)C(=O)CC4)c2)C1,7.853871964321762,6.563837352959244,O=C1CCc2cc(-c3cncc(O[C@@H]4CCNC4)c3)ccc2N1
BXVUOUWGROGHFF-MRXNPFEDSA-N,CCC(=O)N[C@@H]1CCCc2c(-c3ccc4c(c3)oc(=O)n4C)cncc21,,,O=c1[nH]c2ccc(-c3cncc4c3CCCC4)cc2o1
BXWXHTCGGHRLIO-FQEVSTJZSA-N,CN1C(=O)CCc2cc(-c3cncc(O[C@H]4CCN(C(=O)c5cnn(C)c5)C4)c3)ccc21,7.886056647693163,5.877784121727173,O=C1CCc2cc(-c3cncc(O[C@H]4CCN(C(=O)c5cn[nH]c5)C4)c3)ccc2N1
BZTZZLMQYQWVAD-GOSISDBHSA-N,CCC(=O)N[C@@H]1COCc2c(-c3ccc4c(c3)CCC(=O)N4C)cncc21,7.379863945026242,,O=C1CCc2cc(-c3cncc4c3COCC4)ccc2N1
BZZDCLMGHYTMDG-UHFFFAOYSA-N,CCC(=O)NC(C)c1cncc(-c2cc3c(cc2F)N(C)C(=O)CC3)c1,7.387216143280264,6.078833949362261,O=C1CCc2cc(-c3cccnc3)ccc2N1
CALPZUKGDNTVCA-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(CNC(=O)c4cc(Cl)nnc4Cl)c3)c(F)cc21,7.537602002101044,5.318758762624412,O=C1CCc2cc(-c3cncc(CNC(=O)c4ccnnc4)c3)ccc2N1
CAYOUWZRCMDPDD-UHFFFAOYSA-N,Cc1cccnc1C(=O)NCc1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1,9.0,7.853871964321762,O=C1CCc2cc(-c3cncc(CNC(=O)c4ccccn4)c3)ccc2N1
CFOQZNGMJPDXJF-UHFFFAOYSA-N,CN(Cc1cncc(-c2cc(Cl)c3c(c2)CCC(=O)N3)c1)C(=O)c1ncccc1Cl,7.376750709602099,6.056011124926228,O=C1CCc2cc(-c3cncc(CNC(=O)c4ccccn4)c3)ccc2N1
CIRJNKSQEGVMOH-UHFFFAOYSA-N,CCC(=O)NC1CCCc2c(-c3cc4c(cc3F)N(C)C(=O)CC4)cncc21,6.798385291269407,4.99045510004601,O=C1CCc2cc(-c3cncc4c3CCCC4)ccc2N1
CKFQVMYVSOXAEQ-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(C4=CN(C(=O)OC(C)(C)C)CCC4)c3)ccc21,7.721246399047171,6.095825631715837,O=C1CCc2cc(-c3cncc(C4=CNCCC4)c3)ccc2N1
CMZMAIYSXZAINI-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(CNC(=O)C(C)(C)O)c3)ccc21,7.455931955649724,6.519993057042849,O=C1CCc2cc(-c3cccnc3)ccc2N1
CNKUIXMXKYCYCT-UHFFFAOYSA-N,Cc1oncc1C(=O)NCc1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1,8.698970004336019,6.747146969020107,O=C1CCc2cc(-c3cncc(CNC(=O)c4cnoc4)c3)ccc2N1
CPOBWLONPIPNCF-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(CNC(=O)c4ncccc4Cl)c3)c(F)cc21,8.522878745280337,6.356547323513812,O=C1CCc2cc(-c3cncc(CNC(=O)c4ccccn4)c3)ccc2N1
CQKXSOVZGPIGME-SFHVURJKSA-N,COC[C@@H]1CCCN1c1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1,7.698970004336019,6.769551078621726,O=C1CCc2cc(-c3cncc(N4CCCC4)c3)ccc2N1
CTPLKTIQEFEMIS-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(C4(NC(=O)c5ncccc5Cl)CC4)c3)ccc21,8.221848749616356,6.059483515067432,O=C1CCc2cc(-c3cncc(C4(NC(=O)c5ccccn5)CC4)c3)ccc2N1
CUPAHUCSUNTTHO-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(C(C)(C)NC(=O)c4ncccc4Cl)c3)ccc21,8.522878745280337,6.573488738635425,O=C1CCc2cc(-c3cncc(CNC(=O)c4ccccn4)c3)ccc2N1
CXLZKLJHYJAFEN-UHFFFAOYSA-N,Cc1noc(C)c1C(=O)NCc1cncc(-c2cc3c(cc2F)N(C)C(=O)CC3)c1C,7.886056647693163,5.3257820544233,O=C1CCc2cc(-c3cncc(CNC(=O)c4cnoc4)c3)ccc2N1
CZGBHTMFNQMOBJ-LJQANCHMSA-N,CCC(=O)N[C@@H]1CCCc2c(-c3ccc4c(c3)COCC(=O)N4C)cncc21,,,O=C1COCc2cc(-c3cncc4c3CCCC4)ccc2N1
CZIRBVVTSNSMBQ-CQSZACIVSA-N,COC(=O)N[C@@H]1CCOc2c(-c3ccc4c(c3)OCC(=O)N4C)cncc21,7.6595558851598815,,O=C1COc2cc(-c3cncc4c3OCCC4)ccc2N1
CZIRBVVTSNSMBQ-ROXCVRLESA-N,[2H]C([2H])([2H])OC(=O)N[C@@H]1CCOc2c(-c3ccc4c(c3)OCC(=O)N4C)cncc21,7.539102157243452,,O=C1COc2cc(-c3cncc4c3OCCC4)ccc2N1
DCFFNDBIBGIVND-AVRDEDQJSA-N,CCC(=O)N[C@H]1c2cncc(-c3ccc4c(c3)CCC(=O)N4C)c2CC[C@@H]1F,6.476202111921468,5.7975389293706,O=C1CCc2cc(-c3cncc4c3CCCC4)ccc2N1
DCFFNDBIBGIVND-GCJKJVERSA-N,CCC(=O)N[C@H]1c2cncc(-c3ccc4c(c3)CCC(=O)N4C)c2CC[C@H]1F,6.913640169325252,5.447575154295914,O=C1CCc2cc(-c3cncc4c3CCCC4)ccc2N1
DCFFNDBIBGIVND-PGRDOPGGSA-N,CCC(=O)N[C@@H]1c2cncc(-c3ccc4c(c3)CCC(=O)N4C)c2CC[C@@H]1F,5.834103090007493,4.490829748426853,O=C1CCc2cc(-c3cncc4c3CCCC4)ccc2N1
DCFFNDBIBGIVND-XMSQKQJNSA-N,CCC(=O)N[C@@H]1c2cncc(-c3ccc4c(c3)CCC(=O)N4C)c2CC[C@H]1F,,,O=C1CCc2cc(-c3cncc4c3CCCC4)ccc2N1
DGDOIYDHGRBTIE-UHFFFAOYSA-N,CC(=O)OCC(=O)Nc1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1,6.366531544420414,,O=C1CCc2cc(-c3cccnc3)ccc2N1
DHCKXEWMKUDMQW-UHFFFAOYSA-N,CCC(=O)N(C)CCOc1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1,8.397940008672037,7.207608310501746,O=C1CCc2cc(-c3cccnc3)ccc2N1
DJVQAZVFHWTYET-UHFFFAOYSA-N,Cc1c(CN)cncc1-c1cc2c(cc1F)N(C)C(=O)CC2,7.958607314841775,5.752763450493236,O=C1CCc2cc(-c3cccnc3)ccc2N1
DKMDZLUUGDYCBI-UHFFFAOYSA-N,Cn1c(=O)ccc2cc(-c3cncc(C4(N)CC4)c3)ccc21,7.075720713938118,5.740645072691966,O=c1ccc2cc(-c3cncc(C4CC4)c3)ccc2[nH]1
DKXHAQFHTJPMEE-UHFFFAOYSA-N,CCC(NS(=O)(=O)CC)c1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1,7.481486060122112,5.723308471154961,O=C1CCc2cc(-c3cccnc3)ccc2N1
DLAZXYNXPVIZFW-OAQYLSRUSA-N,CCC(=O)N[C@@H]1CCCc2c(-c3ccc4c(ccc(=O)n4C4CC4)c3)cncc21,,,O=c1ccc2cc(-c3cncc4c3CCCC4)ccc2n1C1CC1
DLKIMHOTYIDLBL-UHFFFAOYSA-N,CCS(=O)(=O)NC(C)c1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1,7.495062183143919,6.004386962153752,O=C1CCc2cc(-c3cccnc3)ccc2N1
DLKVCRAMAYYISV-UHFFFAOYSA-N,Cc1noc(C)c1C(=O)NC(C)c1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1C,7.0,5.433444669116945,O=C1CCc2cc(-c3cncc(CNC(=O)c4cnoc4)c3)ccc2N1
DMJLGQBUVXTOIY-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(C4(N(C)C(=O)c5ncccc5Cl)CC4)c3)ccc21,7.619788758288394,6.360513510731414,O=C1CCc2cc(-c3cncc(C4(NC(=O)c5ccccn5)CC4)c3)ccc2N1
DOKSEGBUCJYLCX-UHFFFAOYSA-N,Cc1noc(C)c1C(=O)NCCOc1cncc(-c2cc3c(cc2F)N(C)C(=O)CC3)c1,9.0,6.627087997029894,O=C1CCc2cc(-c3cncc(OCCNC(=O)c4cnoc4)c3)ccc2N1
DQSZXHUFCGFADZ-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc4c3CCCC4=O)ccc21,7.804100347590766,5.144268897357357,O=C1CCc2cc(-c3cncc4c3CCCC4=O)ccc2N1
DQZPWACCDVXXML-LJQANCHMSA-N,COCC(=O)N[C@@H]1CCCc2c(-c3ccc4c(c3)CCC(=O)N4C)cncc21,8.086186147616283,6.540607512240769,O=C1CCc2cc(-c3cncc4c3CCCC4)ccc2N1
DRVGYGMNIUTBQR-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(CNS(=O)(=O)C(F)(F)F)c3)ccc21,7.214670164989233,5.6221475809932455,O=C1CCc2cc(-c3cccnc3)ccc2N1
DSHCVXOZDUHMAT-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(CNC(=O)c4nc(Cl)ccc4Cl)c3)ccc21,8.522878745280337,7.091514981121351,O=C1CCc2cc(-c3cncc(CNC(=O)c4ccccn4)c3)ccc2N1
DTIHVWXHFQOLLB-UHFFFAOYSA-N,CCS(=O)(=O)NCc1cncc(-c2ccc3c(c2)C(C)(C)CC(=O)N3C)c1,5.3326404538169125,,O=C1CCc2cc(-c3cccnc3)ccc2N1
DULXPPQAYDDBQB-GOSISDBHSA-N,CCC(=O)N[C@@H]1CCCc2c(-c3cc(F)c4c(c3)COC(=O)N4C)cncc21,7.7281583934635005,,O=C1Nc2ccc(-c3cncc4c3CCCC4)cc2CO1
DUZCVRSNQCMAPW-UHFFFAOYSA-N,O=C(NCc1cncc(-c2cc3c4c(c2)CCN4C(=O)CC3)c1)c1ncccc1Cl,8.522878745280337,7.113509274827518,O=C(NCc1cncc(-c2cc3c4c(c2)CCN4C(=O)CC3)c1)c1ccccn1
DZPWLBMPODSNAK-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(CNS(=O)(=O)c4ccc(Cl)nc4)c3)ccc21,6.621602099051862,5.191856574238509,O=C1CCc2cc(-c3cncc(CNS(=O)(=O)c4cccnc4)c3)ccc2N1
FBKOIKJWDDIENZ-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(CNC(=O)c4ccnnc4)c3)ccc21,7.853871964321762,6.559090917934782,O=C1CCc2cc(-c3cncc(CNC(=O)c4ccnnc4)c3)ccc2N1
FBVTYIAFQOQUIZ-MRXNPFEDSA-N,COC(=O)N[C@@H]1CCOc2c(-c3ccc4c(ccc(=O)n4C)c3)cncc21,7.889410289700751,5.770318157682325,O=c1ccc2cc(-c3cncc4c3OCCC4)ccc2[nH]1
FBVTYIAFQOQUIZ-ZMAHMCKTSA-N,[2H]C([2H])([2H])OC(=O)N[C@@H]1CCOc2c(-c3ccc4c(ccc(=O)n4C)c3)cncc21,7.995678626217357,5.8395314688809625,O=c1ccc2cc(-c3cncc4c3OCCC4)ccc2[nH]1
FINGRIIHYMGEKU-NVNSKBCASA-N,[2H]C([2H])([2H])OC(=O)N[C@@H]1CCOc2c(-c3ccc4c(c3)cc(C#N)n4C)cncc21,8.886056647693163,6.866461091629782,c1cc2cc(-c3cncc4c3OCCC4)ccc2[nH]1
FINGRIIHYMGEKU-QGZVFWFLSA-N,COC(=O)N[C@@H]1CCOc2c(-c3ccc4c(c3)cc(C#N)n4C)cncc21,8.853871964321762,6.735182176990463,c1cc2cc(-c3cncc4c3OCCC4)ccc2[nH]1
FKEMHNOJYUMRIX-UHFFFAOYSA-N,CCS(=O)(=O)NC1(c2cncc(-c3ccc4c(c3)CCC(=O)N4C)c2)CC1,7.657577319177793,5.918652692195868,O=C1CCc2cc(-c3cncc(C4CC4)c3)ccc2N1
FMBPRFSBLOXJSG-UHFFFAOYSA-N,CCC(=O)NCc1cncc(-c2cc3c(cc2F)N(C)C(=O)CC3)c1,7.292429823902063,5.315693353928369,O=C1CCc2cc(-c3cccnc3)ccc2N1
FMJLODAAQREOTO-UHFFFAOYSA-N,CCS(=O)(=O)N1CC(Oc2cncc(-c3ccc4c(c3)CCC(=O)N4C)c2)C1,7.823908740944319,6.155522824254319,O=C1CCc2cc(-c3cncc(OC4CNC4)c3)ccc2N1
FNUWRWZOVNAUCJ-UHFFFAOYSA-N,CCS(=O)(=O)N(C)Cc1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1,8.221848749616356,6.519993057042849,O=C1CCc2cc(-c3cccnc3)ccc2N1
FQSFMVQVTVFCMX-UHFFFAOYSA-N,Cc1noc(C)c1C(=O)N(C)Cc1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1,7.853871964321762,6.242603971206976,O=C1CCc2cc(-c3cncc(CNC(=O)c4cnoc4)c3)ccc2N1
FVDLJNMIWFGZAM-LJQANCHMSA-N,CC(=O)N[C@@H]1CCCc2c(-c3ccc4c(c3)CCC(=O)N4C)cncc21,8.318758762624412,5.922922933154239,O=C1CCc2cc(-c3cncc4c3CCCC4)ccc2N1
GDEARQDRTWYUER-LJQANCHMSA-N,CCC(=O)N[C@@H]1CCCc2c(-c3ccc4c(c3)cc(F)c(=O)n4C)cncc21,7.363512103646634,,O=c1ccc2cc(-c3cncc4c3CCCC4)ccc2[nH]1
GDFFFZVMFMXFKF-UHFFFAOYSA-N,CCS(=O)(=O)NC1CCCc2c(-c3cc4c(cc3Cl)N(C)C(=O)CC4)cncc21,6.413525221428603,4.459426537781391,O=C1CCc2cc(-c3cncc4c3CCCC4)ccc2N1
GHDJLMITKWLKPL-UHFFFAOYSA-N,CCS(=O)(=O)NCc1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1Cl,7.657577319177793,5.996108833763089,O=C1CCc2cc(-c3cccnc3)ccc2N1
GJIMOVZRWLMFEI-GOSISDBHSA-N,CCC(=O)N[C@@H]1CCCc2c(-c3cnc4c(ccn4C)c3)cncc21,,,c1cc2cc(-c3cncc4c3CCCC4)cnc2[nH]1
GJYMWGQOBWQTHA-UHFFFAOYSA-N,CCS(=O)(=O)NC(C)c1cncc(-c2cc3c(cc2F)N(C)C(=O)CC3)c1,8.051633986661914,6.245267643276255,O=C1CCc2cc(-c3cccnc3)ccc2N1
GNHCXEMDLAUETI-HXUWFJFHSA-N,CCC(=O)N[C@@H]1CCCc2c(-c3ccc4c(c3)CCCC(=O)N4C)cncc21,7.610833915635467,5.593119329950875,O=C1CCCc2cc(-c3cncc4c3CCCC4)ccc2N1
GPIOQJPQKDGLHZ-HHHXNRCGSA-N,Cc1c(CN[S@+]([O-])C(C)(C)C)cncc1-c1ccc2c(c1)CCC(=O)N2C,,,O=C1CCc2cc(-c3cccnc3)ccc2N1
GPTLDGWGHCGWTH-UHFFFAOYSA-N,CCC(=O)NC(C)c1cncc(-c2cc3c(cc2F)N(C)C(=O)CC3)c1C,7.619788758288394,5.534468443026451,O=C1CCc2cc(-c3cccnc3)ccc2N1
GPZBQRQUZUTIFW-SFHVURJKSA-N,CC(C)[C@H](CO)Nc1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1,6.769551078621726,4.990549104201306,O=C1CCc2cc(-c3cccnc3)ccc2N1
GQBBHKSSONCHNO-UHFFFAOYSA-N,CCS(=O)(=O)NC1(c2cncc(-c3cc4c(cc3F)N(C)C(=O)CC4)c2)CC1,8.045757490560675,6.376750709602099,O=C1CCc2cc(-c3cncc(C4CC4)c3)ccc2N1
GVMNJIPIZBCQQV-UHFFFAOYSA-N,O=C1CCc2cc(-c3cncc(CNC(=O)c4ncccc4Cl)c3)ccc2N1,6.943095148663527,5.177439663057307,O=C1CCc2cc(-c3cncc(CNC(=O)c4ccccn4)c3)ccc2N1
GXONSPRSCOEXQU-UHFFFAOYSA-N,Cc1c(CNC(=O)c2ncccc2Cl)cncc1-c1cc2c(cc1F)N(C)C(=O)CC2,8.397940008672037,6.804100347590766,O=C1CCc2cc(-c3cncc(CNC(=O)c4ccccn4)c3)ccc2N1
GYVBPGVZLIHUOK-UHFFFAOYSA-N,Cc1cc(C(=O)NCc2cncc(-c3ccc4c(c3)CCC(=O)N4C)c2)c(Cl)nn1,7.0655015487564325,5.588211995456131,O=C1CCc2cc(-c3cncc(CNC(=O)c4ccnnc4)c3)ccc2N1
GZMXIOQLRZYPSW-UHFFFAOYSA-N,CN(Cc1cncc(-c2ccc3c(c2)CCC(=O)N3)c1)C(=O)c1ncccc1Cl,,,O=C1CCc2cc(-c3cncc(CNC(=O)c4ccccn4)c3)ccc2N1
GZZMQYUZMTXRBI-IBGZPJMESA-N,CN1C(=O)CCc2cc(-c3cncc(O[C@H]4CCN(C(=O)C5CC5)C4)c3)ccc21,7.638272163982407,6.3448615651886175,O=C1CCc2cc(-c3cncc(O[C@H]4CCN(C(=O)C5CC5)C4)c3)ccc2N1
HAICWNWRAUVVBM-UHFFFAOYSA-N,CCC(=O)NC1=CCCc2c1cncc2-c1ccc2c(c1)CCC(=O)N2C,,,O=C1CCc2cc(-c3cncc4c3CCC=C4)ccc2N1
HEISYFVILPCHAU-HXUWFJFHSA-N,CN1C(=O)CCc2cc(-c3cncc4c3CCC[C@H]4N3CCOC3=O)ccc21,8.136677139879545,6.441291429466834,O=C1CCc2cc(-c3cncc4c3CCC[C@H]4N3CCOC3=O)ccc2N1
HESOLTSZLMZKQI-LJQANCHMSA-N,CCC(=O)N[C@@H]1CCCc2c(-c3ccc(-n4cnnc4C)c(F)c3)cncc21,,,c1cc(-n2cnnc2)ccc1-c1cncc2c1CCCC2
HKBOGUBRRBPICZ-JOCHJYFZSA-N,CN1C(=O)CCc2cc(-c3cncc4c3CCC[C@H]4N3CCC4(CC4)C3=O)ccc21,7.886056647693163,,O=C1CCc2cc(-c3cncc4c3CCC[C@H]4N3CCC4(CC4)C3=O)ccc2N1
HMTTZMXHUCCDSG-XEVIKCSCSA-N,[2H]C([2H])([2H])NC(=O)N[C@@H]1CCOc2c(-c3ccc4c(c3)OCC(=O)N4C)cncc21,7.459670525209126,,O=C1COc2cc(-c3cncc4c3OCCC4)ccc2N1
HSGKLAIGXVMJHK-UHFFFAOYSA-N,CCS(=O)(=O)NC1CCCc2c(-c3cc(Cl)c4c(c3)CCC(=O)N4C)cncc21,6.653411944875084,4.834536300690655,O=C1CCc2cc(-c3cncc4c3CCCC4)ccc2N1
HURCNBGYUDDMHW-UHFFFAOYSA-N,CCS(=O)(=O)NCc1cncc(-c2ccc3c(c2)CCC(=O)N3)c1,6.166215625343521,4.953387790931554,O=C1CCc2cc(-c3cccnc3)ccc2N1
HUTJWBLXHQNRCC-UHFFFAOYSA-N,CN1C(=O)CCc2cc(-c3cncc(CNC(=O)c4cnoc4C4CC4)c3)ccc21,8.698970004336019,7.356547323513812,O=C1CCc2cc(-c3cncc(CNC(=O)c4cnoc4C4CC4)c3)ccc2N1
HXZOLWNJNFWVML-SFHVURJKSA-N,CC(=O)N1CC[C@H](Oc2cncc(-c3ccc4c(c3)CCC(=O)N4C)c2)C1,9.0,7.309803919971486,O=C1CCc2cc(-c3cncc(O[C@H]4CCNC4)c3)ccc2N1
HZQZICNBYJYWIV-HLENTGRASA-N,[2H]C([2H])([2H])NC(=O)N[C@@H]1CCCc2c(-c3cc(F)c4c(ccc(=O)n4C)c3)cncc21,8.119186407719209,5.923359556329658,O=c1ccc2cc(-c3cncc4c3CCCC4)ccc2[nH]1
HZWIDMSJRZWAQW-UHFFFAOYSA-N,CC(N)c1cncc(-c2ccc3c(c2)CCC(=O)N3C)c1,6.437674539417678,4.896183419418346,O=C1CCc2cc(-c3cccnc3)ccc2N1
IAAABRPWIFPFPF-GOSISDBHSA-N,COC(=O)N[C@@H]1CCCc2c(-c3cc(Cl)c4c(ccc(=O)n4C)c3)cncc21,8.356547323513812,6.204119982655925,O=c1ccc2cc(-c3cncc4c3CCCC4)ccc2[nH]1
